"line","frequency","term_1","term_2","prediction"
"143775",63,"peopl","at","our"
"143776",25,"peopl","at","the"
"143777",25,"peopl","be","so"
"143785",25,"peopl","call","or"
"143786",47,"peopl","can","be"
"143790",27,"peopl","caught","in"
"143791",46,"peopl","come","to"
"143792",35,"peopl","complain","about"
"143794",48,"peopl","did","it"
"143795",43,"peopl","die","in"
"143797",27,"peopl","drink","a"
"143798",43,"peopl","eat","make"
"143800",51,"peopl","enter","the"
"143801",23,"peopl","experi","it"
"143802",45,"peopl","fall","down"
"143803",39,"peopl","familiar","with"
"143806",34,"peopl","find","summer"
"143807",37,"peopl","for","additionscorrect"
"143808",50,"peopl","for","the"
"143811",31,"peopl","found","shot"
"143814",32,"peopl","from","all"
"143815",33,"peopl","from","their"
"143817",24,"peopl","get","out"
"143821",39,"peopl","give","him"
"143822",27,"peopl","give","u"
"143835",31,"peopl","have","parkinsons"
"143837",35,"peopl","have","shown"
"143839",44,"peopl","he","chose"
"143840",63,"peopl","here","in"
"143842",45,"peopl","hoot","and"
"143844",47,"peopl","i","date"
"143848",33,"peopl","i","m"
"143853",36,"peopl","in","brooklyn"
"143854",44,"peopl","in","my"
"143858",36,"peopl","in","the"
"143860",25,"peopl","in","this"
"143861",69,"peopl","in","touch"
"143862",45,"peopl","in","your"
"143864",32,"peopl","inspir","people"
"143865",32,"peopl","interest","in"
"143872",23,"peopl","know","what"
"143873",29,"peopl","left","in"
"143876",32,"peopl","live","there"
"143878",25,"peopl","look","under"
"143880",37,"peopl","mai","think"
"143881",38,"peopl","might","just"
"143885",26,"peopl","must","be"
"143887",39,"peopl","natur","will"
"143888",38,"peopl","need","to"
"143893",25,"peopl","of","divers"
"143894",27,"peopl","of","pilsen"
"143896",36,"peopl","on","a"
"143901",31,"peopl","or","in"
"143903",22,"peopl","ought","to"
"143904",43,"peopl","out","of"
"143906",20,"peopl","outsid","the"
"143908",72,"peopl","prove","me"
"143918",56,"peopl","sai","u"
"143922",72,"peopl","should","know"
"143924",60,"peopl","show","you"
"143925",38,"peopl","sign","contract"
"143926",48,"peopl","so","that"
"143927",25,"peopl","sold","the"
"143929",47,"peopl","spent","the"
"143932",24,"peopl","stood","and"
"143937",32,"peopl","tell","you"
"143938",44,"peopl","than","the"
"143939",31,"peopl","that","came"
"143943",34,"peopl","that","gave"
"143944",39,"peopl","that","i"
"143946",37,"peopl","the","20yearold"
"143947",29,"peopl","the","way"
"143950",20,"peopl","there","had"
"143959",33,"peopl","to","evacuate"
"143965",36,"peopl","to","see"
"143968",33,"peopl","todai","through"
"143970",29,"peopl","took","to"
"143974",31,"peopl","up","preemptively"
"143975",43,"peopl","us","each"
"143977",30,"peopl","vote","ok"
"143978",27,"peopl","want","to"
"143980",36,"peopl","were","arrest"
"143984",30,"peopl","who","have"
"143985",124,"peopl","who","are"
"143988",26,"peopl","who","buy"
"143989",30,"peopl","who","cant"
"143992",21,"peopl","who","didnt"
"143994",36,"peopl","who","do"
"143995",30,"peopl","who","dont"
"143997",20,"peopl","who","drink"
"143999",25,"peopl","who","get"
"144000",61,"peopl","who","have"
"144002",21,"peopl","who","immedi"
"144005",22,"peopl","who","lost"
"144006",52,"peopl","who","love"
"144011",22,"peopl","who","stop"
"144012",57,"peopl","who","text"
"144013",40,"peopl","who","think"
"144014",41,"peopl","who","understand"
"144016",63,"peopl","who","were"
"144019",33,"peopl","whom","i"
"144020",42,"peopl","whose","gasolin"
"144025",27,"peopl","will","have"
"144026",38,"peopl","will","judg"
"144027",50,"peopl","will","rememb"
"144029",26,"peopl","with","a"
"144030",22,"peopl","with","inform"
"144031",40,"peopl","with","me"
"144036",36,"peopl","would","have"
"144037",34,"peopl","would","look"
"144038",31,"peopl","you","could"
"144039",41,"peopl","you","do"
"144040",41,"peopl","you","follow"
"144041",36,"peopl","you","meet"
"144042",46,"peopl","you","tag"
"144046",23,"peopl","and","he"
"144047",43,"peopl","and","it"
"144048",44,"peopl","do","you"
"144049",23,"peopl","he","was"
"144051",31,"peopl","i","dont"
"144052",21,"peopl","in","expect"
"144054",45,"peopl","input","and"
"144055",22,"peopl","it","almost"
"144059",44,"peopl","make","them"
"144065",24,"peopl","todai","those"
"144068",29,"peopl","we","could"
"144069",33,"peopl","whi","wouldn"
"144071",32,"peopl","with","host"
"144072",29,"peopl","god","themselves"
"144073",32,"peoplebut","that","doesnt"
"144078",32,"peoria","sport","complex"
"144079",28,"peoria","woodruff","befor"
"144081",38,"pepper","and","cayenn"
"144085",33,"pepper","on","them"
"144087",84,"pepper","to","taste"
"144090",47,"peppercorn","can","be"
"144092",60,"pepto","and","tri"
"144093",21,"per","100","squar"
"144094",42,"per","capita","incom"
"144096",28,"per","cent","of"
"144097",39,"per","cent","target"
"144098",31,"per","dai","by"
"144099",30,"per","due","label"
"144102",44,"per","her","birth"
"144103",38,"per","hour","by"
"144108",21,"per","person","and"
"144109",34,"per","person","they"
"144111",21,"per","se","if"
"144112",33,"per","se","in"
"144113",22,"per","season","to"
"144115",40,"per","serv","12"
"144118",21,"per","twoperson","team"
"144121",45,"per","vote","walker"
"144124",52,"per","yr","hell"
"144125",43,"perceiv","a","a"
"144127",27,"perceiv","a","archeia"
"144129",27,"perceiv","a","the"
"144134",32,"percent","accord","to"
"144136",38,"percent","alcohol","and"
"144138",41,"percent","also","the"
"144140",22,"percent","and","the"
"144142",42,"percent","but","never"
"144145",22,"percent","could","climb"
"144146",26,"percent","decrea","of"
"144151",22,"percent","follow","by"
"144152",41,"percent","freddi","mac"
"144153",23,"percent","from","91"
"144155",27,"percent","from","host"
"144157",25,"percent","in","august"
"144159",39,"percent","in","march"
"144161",71,"percent","in","the"
"144162",25,"percent","increa","in"
"144166",36,"percent","jump","in"
"144177",30,"percent","of","classroom"
"144178",40,"percent","of","colleg"
"144179",40,"percent","of","donat"
"144180",20,"percent","of","it"
"144182",44,"percent","of","pakistani"
"144184",190,"percent","of","the"
"144186",38,"percent","of","those"
"144189",23,"percent","of","whom"
"144193",31,"percent","or","less"
"144195",28,"percent","over","the"
"144196",30,"percent","perman","disabl"
"144198",24,"percent","sai","they"
"144201",22,"percent","the","number"
"144213",27,"percent","while","list"
"144215",52,"percent","youd","be"
"144222",33,"percentag","point","both"
"144227",32,"percept","or","mispercept"
"144231",30,"perch","in","obvious"
"144232",31,"percuss","the","track"
"144233",41,"perdon","if","i"
"144235",38,"perenni","sponsor","by"
"144245",61,"perfect","blend","of"
"144246",31,"perfect","book","title"
"144247",37,"perfect","but","if"
"144250",53,"perfect","dai","great"
"144251",65,"perfect","describ","the"
"144257",36,"perfect","for","an"
"144259",24,"perfect","for","me"
"144269",36,"perfect","in","merlot"
"144270",34,"perfect","in","order"
"144272",23,"perfect","littl","place"
"144273",28,"perfect","meal","for"
"144276",36,"perfect","or","someth"
"144277",38,"perfect","pair","of"
"144278",33,"perfect","pearl","mist"
"144279",40,"perfect","sen","adding"
"144280",38,"perfect","sens","all"
"144285",50,"perfect","time","lol"
"144286",35,"perfect","weekdai","egg"
"144287",22,"perfect","weight","low"
"144291",41,"perfeeeerct","i","ll"
"144295",24,"perform","a","virus"
"144297",36,"perform","a","year"
"144301",33,"perform","armor","test"
"144303",34,"perform","art","center"
"144304",74,"perform","a","the"
"144306",36,"perform","bad","in"
"144309",22,"perform","by","brohydez"
"144313",21,"perform","cinderella","at"
"144316",28,"perform","evalu","for"
"144318",22,"perform","ha","been"
"144319",22,"perform","her","marionett"
"144320",40,"perform","in","america"
"144324",23,"perform","kegel","correct"
"144327",45,"perform","miracl","away"
"144328",45,"perform","miracl","humbly"
"144330",23,"perform","of","perform"
"144334",23,"perform","on","realiti"
"144335",30,"perform","she","excel"
"144336",47,"perform","sinc","leav"
"144337",65,"perform","so","we"
"144338",21,"perform","steril","and"
"144339",31,"perform","the","index"
"144340",30,"perform","the","nation"
"144346",54,"perform","wa","about"
"144348",23,"perform","with","odc"
"144350",37,"perform","but","the"
"144352",38,"perform","that","an"
"144355",54,"perfum","and","a"
"144356",38,"perfum","i","in"
"144358",37,"perhap","a","brief"
"144362",60,"perhap","becau","it"
"144363",40,"perhap","but","perhap"
"144364",42,"perhap","develop","the"
"144365",38,"perhap","even","get"
"144372",39,"perhap","hi","life"
"144373",34,"perhap","i","jest"
"144376",27,"perhap","it","not"
"144381",45,"perhap","never","befor"
"144382",22,"perhap","not","the"
"144383",23,"perhap","ow","have"
"144384",35,"perhap","rattl","by"
"144386",40,"perhap","she","know"
"144389",26,"perhap","south","carolina"
"144390",22,"perhap","take","them"
"144391",41,"perhap","the","academ"
"144396",36,"perhap","the","market"
"144398",31,"perhap","thei","do"
"144399",39,"perhap","to","remodel"
"144401",62,"perhap","while","you"
"144402",48,"perhap","world","histori"
"144404",31,"perhap","believ","in"
"144406",35,"perhap","i","am"
"144407",30,"perhap","write","for"
"144408",27,"peril","thei","assum"
"144409",38,"perimet","where","it"
"144410",23,"perineomet","wa","the"
"144411",35,"period","against","northern"
"144415",32,"period","becau","that"
"144419",25,"period","detail","ross"
"144423",33,"period","hit","the"
"144430",35,"period","peal","of"
"144431",33,"period","see","ntpg"
"144432",41,"period","she","is"
"144436",29,"period","with","my"
"144438",29,"peripheri","fortun","they"
"144439",51,"perk","up","my"
"144442",30,"perman","disabl","he"
"144443",27,"perman","effect","to"
"144448",34,"perman","job","applause"
"144450",43,"perman","resid","also"
"144451",62,"perman","turn","off"
"144457",32,"permiss","i","need"
"144458",35,"permiss","to","among"
"144459",21,"permiss","to","copy"
"144460",31,"permiss","to","get"
"144462",23,"permit","fcrc","to"
"144468",26,"permit","the","project"
"144470",39,"perpetu","dinosaur","plaqu"
"144472",31,"perplex","to","borrow"
"144475",24,"perri","christma","with"
"144476",46,"perri","cowboi","messag"
"144481",48,"perri","video","shes"
"144484",37,"perryvil","will","be"
"144486",36,"persecut","of","polish"
"144489",27,"persever","sometimesespeci","in"
"144490",22,"persist","cultur","of"
"144491",25,"persist","dozen","of"
"144496",45,"person","lt","3"
"144499",38,"person","aggress","your"
"144503",31,"person","and","i"
"144505",31,"person","and","justin"
"144506",23,"person","and","seem"
"144508",21,"person","and","to"
"144509",21,"person","ar","they"
"144510",32,"person","a","well"
"144517",40,"person","behind","the"
"144518",22,"person","below","10"
"144523",27,"person","can","do"
"144528",23,"person","connect","right"
"144531",41,"person","detail","about"
"144534",37,"person","do","the"
"144537",30,"person","experi","into"
"144540",44,"person","find","everi"
"144542",21,"person","genet","codes"
"144546",25,"person","ha","the"
"144551",42,"person","i","know"
"144554",56,"person","if","you"
"144557",97,"person","in","the"
"144564",28,"person","i","who"
"144565",41,"person","issu","and"
"144570",66,"person","like","a"
"144573",34,"person","mention","in"
"144578",37,"person","of","interest"
"144580",22,"person","on","this"
"144583",48,"person","reaction","to"
"144586",40,"person","shopper","who"
"144594",46,"person","that","kept"
"144595",31,"person","that","outsid"
"144597",34,"person","thei","serv"
"144599",23,"person","thi","week"
"144601",27,"person","time","becaus"
"144604",28,"person","to","file"
"144606",38,"person","to","talk"
"144608",37,"person","u","know"
"144609",36,"person","unwit","accept"
"144610",58,"person","user","interface"
"144612",47,"person","who","could"
"144615",24,"person","who","replac"
"144621",26,"person","would","come"
"144622",29,"person","ye","his"
"144623",20,"person","you","dont"
"144627",37,"personalbest","506","on"
"144628",33,"personalcar","suppli","often"
"144631",22,"person","the","onli"
"144632",41,"person","then","it"
"144634",26,"personnel","for","thrifti"
"144636",43,"personnel","number","and"
"144637",30,"personnel","to","pull"
"144644",38,"perspect","how","to"
"144646",38,"perspect","on","issu"
"144647",37,"perspect","on","life"
"144650",36,"perspect","it","would"
"144652",23,"persuad","him","or"
"144660",35,"peru","on","plan"
"144662",31,"perver","incent","for"
"144663",48,"perver","sen","of"
"144665",37,"pesaka","spdp","and"
"144668",24,"pest","but","the"
"144673",25,"pet","and","peopl"
"144674",23,"pet","big","enough"
"144675",25,"pet","insur","has"
"144678",20,"petal","the","trumpet"
"144679",34,"petco","just","announc"
"144684",30,"peter","assert","that"
"144686",28,"peter","christi","whittlesey"
"144689",29,"peter","cunningham","and"
"144690",30,"peter","drop","the"
"144692",30,"peter","had","assert"
"144696",20,"peter","organ","ale"
"144698",30,"peter","wa","griev"
"144699",39,"peter","19","and"
"144701",40,"petersburg","fla","tampa"
"144703",22,"peterson","ad","that"
"144705",22,"peterson","commun","director"
"144711",35,"petit","talk","to"
"144712",23,"petitioners","content","however"
"144715",24,"petroleum","product","price"
"144717",22,"petti","said","she"
"144718",22,"petti","younger","son"
"144720",39,"pettibon","said","shes"
"144736",55,"peyton","man","on"
"144737",26,"peyton","man","defens"
"144738",36,"peyton","manningl","footbal"
"144740",39,"pge","abil","to"
"144741",29,"pge","practic","of"
"144742",36,"pg","in","the"
"144748",20,"pharaoh","accu","us"
"144749",45,"pharaoh","magician","could"
"144752",24,"pharmaci","chain","in"
"144766",35,"phase","germani","is"
"144767",23,"phase","ii","of"
"144768",36,"phase","in","the"
"144774",45,"pheasant","tail","and"
"144777",26,"phenomen","","he"
"144779",41,"phenomenon","known","as"
"144782",30,"phil","collin","collabor"
"144783",32,"phil","dickinson","director"
"144785",34,"phil","jone","was"
"144787",49,"phil","weiler","said"
"144789",35,"philadelphia","defenseman","chris"
"144792",28,"philadelphia","project","and"
"144793",59,"philadelphia","with","brandiguodala"
"144796",37,"philanthropist","he","die"
"144797",32,"philip","kerr","bring"
"144798",24,"philip","neri","my"
"144800",34,"philippin","accord","to"
"144801",25,"philippin","tarsier","and"
"144802",25,"philippin","tarsier","foundat"
"144803",32,"philippin","hong","kong"
"144808",33,"philli","great","pitch"
"144809",30,"philli","won","in"
"144811",69,"phillip","and","jessica"
"144816",34,"phillip","said",""
"144817",42,"phillip","doubl","shadow"
"144818",39,"phillipsolivi","mcmichael","and"
"144820",25,"phillyboston","seri","is"
"144826",40,"philosophi","we","were"
"144828",34,"phobia","dai",""
"144829",23,"phoenix","a","they"
"144830",37,"phoenix","channel","3"
"144831",21,"phoenix","fan","and"
"144834",31,"phoenix","polic","earlier"
"144839",36,"phone","and","call"
"144841",36,"phone","and","stop"
"144842",25,"phone","ar","now"
"144844",24,"phone","by","linda"
"144845",44,"phone","call","and"
"144853",36,"phone","i","was"
"144855",44,"phone","in","there"
"144857",50,"phone","i","prob"
"144858",34,"phone","isnt","that"
"144859",20,"phone","like","this"
"144865",21,"phone","number","can"
"144866",49,"phone","number","date"
"144867",54,"phone","on","my"
"144870",38,"phone","or","a"
"144873",21,"phone","request","for"
"144878",52,"phone","the","answer"
"144884",22,"phone","y","u"
"144887",50,"phoneless","for","almost"
"144889",44,"phoni","interpret","of"
"144890",34,"photoinsert","in","my"
"144894",24,"photo","all","night"
"144897",46,"photo","and","stack"
"144899",34,"photo","ar","on"
"144900",29,"photo","below","and"
"144901",30,"photo","below","each"
"144903",45,"photo","cu","he"
